,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.13521301746368408,0.13521301746368408,0.12620612978935242,0.12620612978935242
1,0.1175394058227539,0.1175394058227539,0.10471941530704498,0.10471941530704498
2,0.09255559742450714,0.09255559742450714,0.07562161982059479,0.07562161982059479
3,0.06291809678077698,0.06291809678077698,0.04846372455358505,0.04846372455358505
4,0.04152069613337517,0.04152069613337517,0.03545626997947693,0.03545626997947693
5,0.033527132123708725,0.033527132123708725,0.03202633932232857,0.03202633932232857
6,0.03104630671441555,0.03104630671441555,0.030384745448827744,0.030384745448827744
7,0.02980298176407814,0.02980298176407814,0.02957015670835972,0.02957015670835972
8,0.02912435494363308,0.02912435494363308,0.029021810740232468,0.029021810740232468
9,0.02864185720682144,0.02864185720682144,0.02856532856822014,0.02856532856822014
10,0.028220534324645996,0.028220534324645996,0.028182609006762505,0.028182609006762505
11,0.027876246720552444,0.027876246720552444,0.027859734371304512,0.027859734371304512
12,0.027544954791665077,0.027544954791665077,0.027576887980103493,0.027576887980103493
13,0.027279186993837357,0.027279186993837357,0.027325164526700974,0.027325164526700974
14,0.02704218588769436,0.02704218588769436,0.027129072695970535,0.027129072695970535
15,0.026803310960531235,0.026803310960531235,0.026929011568427086,0.026929011568427086
16,0.026598984375596046,0.026598984375596046,0.02674347534775734,0.02674347534775734
17,0.02640443854033947,0.02640443854033947,0.026567058637738228,0.026567058637738228
18,0.026235302910208702,0.026235302910208702,0.026423877105116844,0.026423877105116844
19,0.026054397225379944,0.026054397225379944,0.026260528713464737,0.026260528713464737
20,0.02588755078613758,0.02588755078613758,0.026130788028240204,0.026130788028240204
21,0.02573041059076786,0.02573041059076786,0.025966554880142212,0.025966554880142212
22,0.025567175820469856,0.025567175820469856,0.025850094854831696,0.025850094854831696
23,0.025414571166038513,0.025414571166038513,0.025718243792653084,0.025718243792653084
24,0.02527308650314808,0.02527308650314808,0.025596169754862785,0.025596169754862785
25,0.025129161775112152,0.025129161775112152,0.025487812235951424,0.025487812235951424
26,0.024984292685985565,0.024984292685985565,0.025335000827908516,0.025335000827908516
27,0.02484879270195961,0.02484879270195961,0.025220725685358047,0.025220725685358047
28,0.024713238701224327,0.024713238701224327,0.02511914074420929,0.02511914074420929
29,0.02455780655145645,0.02455780655145645,0.024954769760370255,0.024954769760370255
30,0.02444796822965145,0.02444796822965145,0.024859361350536346,0.024859361350536346
31,0.02430432289838791,0.02430432289838791,0.02475818619132042,0.02475818619132042
32,0.024153416976332664,0.024153416976332664,0.024624092504382133,0.024624092504382133
33,0.024008503183722496,0.024008503183722496,0.024490961804986,0.024490961804986
34,0.0238846056163311,0.0238846056163311,0.024395637214183807,0.024395637214183807
35,0.023741653189063072,0.023741653189063072,0.024285729974508286,0.024285729974508286
36,0.023609966039657593,0.023609966039657593,0.024156054481863976,0.024156054481863976
37,0.02350258268415928,0.02350258268415928,0.024035930633544922,0.024035930633544922
38,0.0233510322868824,0.0233510322868824,0.02394140511751175,0.02394140511751175
39,0.023257730528712273,0.023257730528712273,0.02377229742705822,0.02377229742705822
40,0.02308001182973385,0.02308001182973385,0.023655928671360016,0.023655928671360016
41,0.022974882274866104,0.022974882274866104,0.023517992347478867,0.023517992347478867
42,0.02281840145587921,0.02281840145587921,0.02340533770620823,0.02340533770620823
43,0.02266526035964489,0.02266526035964489,0.023243078961968422,0.023243078961968422
44,0.022520054131746292,0.022520054131746292,0.02312495745718479,0.02312495745718479
45,0.02235407382249832,0.02235407382249832,0.02296711876988411,0.02296711876988411
46,0.022213030606508255,0.022213030606508255,0.022798992693424225,0.022798992693424225
47,0.022094761952757835,0.022094761952757835,0.022661598399281502,0.022661598399281502
48,0.021941782906651497,0.021941782906651497,0.022554777562618256,0.022554777562618256
49,0.021765995770692825,0.021765995770692825,0.02245064452290535,0.02245064452290535
50,0.021646732464432716,0.021646732464432716,0.022259077057242393,0.022259077057242393
51,0.021496500819921494,0.021496500819921494,0.02219507284462452,0.02219507284462452
52,0.021379590034484863,0.021379590034484863,0.02206946350634098,0.02206946350634098
53,0.021272260695695877,0.021272260695695877,0.02197606861591339,0.02197606861591339
54,0.021188361570239067,0.021188361570239067,0.021804174408316612,0.021804174408316612
55,0.02106059528887272,0.02106059528887272,0.021731914952397346,0.021731914952397346
56,0.020933445543050766,0.020933445543050766,0.021634461358189583,0.021634461358189583
57,0.020861130207777023,0.020861130207777023,0.021532703191041946,0.021532703191041946
58,0.020717686042189598,0.020717686042189598,0.021409090608358383,0.021409090608358383
59,0.020666956901550293,0.020666956901550293,0.021336229518055916,0.021336229518055916
60,0.020519305020570755,0.020519305020570755,0.02124437689781189,0.02124437689781189
61,0.020429814234375954,0.020429814234375954,0.021125445142388344,0.021125445142388344
62,0.020349863916635513,0.020349863916635513,0.02107100747525692,0.02107100747525692
63,0.020257584750652313,0.020257584750652313,0.0209809597581625,0.0209809597581625
64,0.02015707641839981,0.02015707641839981,0.02090366929769516,0.02090366929769516
65,0.020086247473955154,0.020086247473955154,0.02080709859728813,0.02080709859728813
66,0.019994225353002548,0.019994225353002548,0.02075004205107689,0.02075004205107689
67,0.01993098296225071,0.01993098296225071,0.020686695352196693,0.020686695352196693
68,0.01988130249083042,0.01988130249083042,0.02061566524207592,0.02061566524207592
69,0.01976364105939865,0.01976364105939865,0.020519515499472618,0.020519515499472618
70,0.019693927839398384,0.019693927839398384,0.02053840644657612,0.02053840644657612
71,0.019654611125588417,0.019654611125588417,0.020435061305761337,0.020435061305761337
72,0.019575025886297226,0.019575025886297226,0.020316550508141518,0.020316550508141518
73,0.01947041042149067,0.01947041042149067,0.02025095745921135,0.02025095745921135
74,0.019395291805267334,0.019395291805267334,0.020236730575561523,0.020236730575561523
75,0.019342588260769844,0.019342588260769844,0.02014450542628765,0.02014450542628765
76,0.019325202330946922,0.019325202330946922,0.02008708566427231,0.02008708566427231
77,0.019194068387150764,0.019194068387150764,0.020030533894896507,0.020030533894896507
