,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.124535471200943,0.124535471200943,0.09182270616292953,0.09182270616292953
1,0.061194807291030884,0.061194807291030884,0.041618507355451584,0.041618507355451584
2,0.035334862768650055,0.035334862768650055,0.032538920640945435,0.032538920640945435
3,0.03211700916290283,0.03211700916290283,0.03106869012117386,0.03106869012117386
4,0.030791964381933212,0.030791964381933212,0.030401600524783134,0.030401600524783134
5,0.030247250571846962,0.030247250571846962,0.02997344173491001,0.02997344173491001
6,0.02971518598496914,0.02971518598496914,0.029582634568214417,0.029582634568214417
7,0.029364315792918205,0.029364315792918205,0.029181256890296936,0.029181256890296936
8,0.028969211503863335,0.028969211503863335,0.02881729230284691,0.02881729230284691
9,0.028576118871569633,0.028576118871569633,0.02843133918941021,0.02843133918941021
10,0.028270166367292404,0.028270166367292404,0.028121236711740494,0.028121236711740494
11,0.027917783707380295,0.027917783707380295,0.027726124972105026,0.027726124972105026
12,0.027615228667855263,0.027615228667855263,0.02752939984202385,0.02752939984202385
13,0.027347764000296593,0.027347764000296593,0.02714451588690281,0.02714451588690281
14,0.02706153504550457,0.02706153504550457,0.02695549838244915,0.02695549838244915
15,0.026920365169644356,0.026920365169644356,0.02672508731484413,0.02672508731484413
16,0.026663295924663544,0.026663295924663544,0.026473909616470337,0.026473909616470337
17,0.026385590434074402,0.026385590434074402,0.02623485028743744,0.02623485028743744
18,0.026156960055232048,0.026156960055232048,0.026256266981363297,0.026256266981363297
19,0.025991594418883324,0.025991594418883324,0.025869254022836685,0.025869254022836685
20,0.02583036571741104,0.02583036571741104,0.02601056918501854,0.02601056918501854
21,0.025845352560281754,0.025845352560281754,0.025601429864764214,0.025601429864764214
22,0.02564971335232258,0.02564971335232258,0.025721095502376556,0.025721095502376556
23,0.025400565937161446,0.025400565937161446,0.025370720773935318,0.025370720773935318
24,0.02502903714776039,0.02502903714776039,0.025290563702583313,0.025290563702583313
25,0.024845348671078682,0.024845348671078682,0.025012118741869926,0.025012118741869926
26,0.024534855037927628,0.024534855037927628,0.024572355672717094,0.024572355672717094
27,0.02409469150006771,0.02409469150006771,0.024681497365236282,0.024681497365236282
28,0.024000225588679314,0.024000225588679314,0.02430868335068226,0.02430868335068226
29,0.023546939715743065,0.023546939715743065,0.02390024997293949,0.02390024997293949
30,0.02297927811741829,0.02297927811741829,0.023386480286717415,0.023386480286717415
31,0.022632047533988953,0.022632047533988953,0.02303260937333107,0.02303260937333107
32,0.022248240187764168,0.022248240187764168,0.022572731599211693,0.022572731599211693
33,0.02183835208415985,0.02183835208415985,0.022300783544778824,0.022300783544778824
34,0.021629953756928444,0.021629953756928444,0.021873237565159798,0.021873237565159798
35,0.021245576441287994,0.021245576441287994,0.021768976002931595,0.021768976002931595
36,0.02110826037824154,0.02110826037824154,0.02117086760699749,0.02117086760699749
37,0.02083875983953476,0.02083875983953476,0.021292151883244514,0.021292151883244514
38,0.020608877763152122,0.020608877763152122,0.021309155970811844,0.021309155970811844
39,0.020303834229707718,0.020303834229707718,0.020852860063314438,0.020852860063314438
40,0.020097807049751282,0.020097807049751282,0.020823625847697258,0.020823625847697258
41,0.0203287024050951,0.0203287024050951,0.020728489384055138,0.020728489384055138
42,0.020045239478349686,0.020045239478349686,0.020253390073776245,0.020253390073776245
43,0.019481481984257698,0.019481481984257698,0.02009616419672966,0.02009616419672966
44,0.01927495189011097,0.01927495189011097,0.02001774124801159,0.02001774124801159
45,0.01935867965221405,0.01935867965221405,0.02007678523659706,0.02007678523659706
46,0.01913369819521904,0.01913369819521904,0.019911466166377068,0.019911466166377068
47,0.018947932869195938,0.018947932869195938,0.019740264862775803,0.019740264862775803
48,0.019015047699213028,0.019015047699213028,0.019713371992111206,0.019713371992111206
49,0.018707653507590294,0.018707653507590294,0.01941905915737152,0.01941905915737152
50,0.01860056072473526,0.01860056072473526,0.019437719136476517,0.019437719136476517
51,0.018474332988262177,0.018474332988262177,0.019326064735651016,0.019326064735651016
52,0.018278073519468307,0.018278073519468307,0.018791234120726585,0.018791234120726585
53,0.017624370753765106,0.017624370753765106,0.018413962796330452,0.018413962796330452
54,0.017618393525481224,0.017618393525481224,0.018994642421603203,0.018994642421603203
55,0.017861515283584595,0.017861515283584595,0.01912100240588188,0.01912100240588188
56,0.01764063537120819,0.01764063537120819,0.01822337508201599,0.01822337508201599
57,0.01720535382628441,0.01720535382628441,0.01811371184885502,0.01811371184885502
58,0.017055029049515724,0.017055029049515724,0.018096260726451874,0.018096260726451874
59,0.017010033130645752,0.017010033130645752,0.01818842813372612,0.01818842813372612
